source,_iv,_mfi,_hh,_row
iv,0,0,0,54.41
ofi,9.59,0.24,0,178.37
nfc,4.09,0.79,0,6.65
mfi,7.11,0.13,0,4.12
icpf,14.33,0.2,0,126.64
govt,1.38,0.02,0,2.84
hh,215.48,18.77,0,223.74
row,14.85,-13.61,0,0
