source,_iv,_mfi,_hh,_row
iv,0,0,0,57.31
ofi,11.19,0.4,0,181.62
nfc,5.92,0.66,0,6.75
mfi,10,0.11,0,3.82
icpf,15.84,0.2,0,143.18
govt,1.38,0.01,0,2.84
hh,223.99,15.01,0,219.75
row,12.02,-10.95,0,0
