source,_iv,_mfi,_hh,_row
iv,0,0,0,33.78
ofi,6.7,0.21,0,125.12
nfc,3.55,1.11,0,4.65
mfi,4.11,0.16,0,3.62
icpf,6,0.19,0,92.28
govt,1.37,0.02,0,2.84
hh,148.89,27.34,0,166.34
row,21.93,-19.46,0,0
