source,_iv,_mfi,_hh,_row
iv,0,0,0,61.95
ofi,11.09,0.19,0,207.13
nfc,5.69,0.55,0,7.97
mfi,11.02,0.12,0,4.02
icpf,28.12,0.13,0,165.16
govt,1.38,0.01,0,2.84
hh,233.95,12.37,0,248.96
row,10.13,-9.13,0,0
