source,_iv,_mfi,_hh,_row
iv,0,0,0,60.16
ofi,11.99,0.25,0,195.56
nfc,5.45,0.6,0,7.4
mfi,11.36,0.11,0,3.91
icpf,28.37,0.18,0,154.81
govt,1.38,0.01,0,2.83
hh,226.49,13.58,0,234.31
row,11.01,-9.93,0,0
