source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0.51
ofi,0,0,0.01,0,0,0,0,0
nfc,0,0,0.02,0,0,0,0,0.28
mfi,0.02,0,2.21,0,0,0,0,3.09
icpf,0,0,0,0,0,0,0,0.06
govt,0,0,0,0,0,0,0,0.01
hh,0.41,0,0.09,0,0,0.46,0,0.05
row,-0.02,-0.46,7.45,0,0,6.5,0,0
