source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0.06,0.34,0,0,0,43.33
ofi,0,0,0,1.17,0,2.19,0,61.63
nfc,0,0,0,0,0,0,0,0.03
mfi,0.02,0,0.22,10.67,0,0,0,302.68
icpf,0,0,0,8.56,0,0,0,9.87
govt,0,0,0,0,0,0.91,0,0.35
hh,0,0,0,0,0,0,0,0
row,0.35,0,13.8,2.6,0,2.5,0,0
