source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,3.69,76.94,15.89,10.55,0.02,0.41,0,950.1
ofi,64.45,0.17,5.15,22.38,0,2.94,41.95,662.46
nfc,48.14,2.21,2.49,18.43,0.02,0.01,1,122.28
mfi,76.81,0.21,10.01,94.76,1,59.73,106.95,405.91
icpf,8.12,12.1,4.01,20.22,0.01,1.9,0,208.01
govt,4.62,0,13.9,0,0,4.89,2.64,7.11
hh,0.41,0.21,0.05,0.05,0.01,0.38,0,11.98
row,415.14,1019.77,329.26,605.26,3.59,139.44,0,0
