source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,1.09,0,0,0.12,0,0.03,0.24,0.25
nfc,0.91,0,0,0.25,0,0,0,0.55
mfi,6.09,0,0,0.47,0.01,0.76,7.15,0.07
icpf,0,0,0,0,0,0,0,0
govt,0.08,0,0,0,0.01,3.75,0,0
hh,0,0,0,0.23,0,0,0,0
row,2.73,0,0,0.58,0,1.54,0,0
