source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.17,0.02,0,0,0,0,0,0.17
ofi,1.82,0.03,0.03,0.09,0,0.17,0.46,0.42
nfc,5.52,0.24,0.03,0.34,0,0.08,0,1.52
mfi,8.41,0.13,0,1.05,0,3.35,8.87,9.77
icpf,0.02,0.04,0,0,0,0.72,0,3.52
govt,0.21,0,0,0.01,0,3.63,0,0
hh,0.51,0.23,0.09,0.28,0,0.1,0,0.62
row,4.39,0.19,0.11,0.71,0.02,13.03,0,0
