source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.17,0,0,0,0,0,0,0.01
ofi,6.95,0,0,1.38,0,0,0.14,12.52
nfc,67.33,0,0,2.02,0,0,0.09,22.78
mfi,116.76,0.3,0,13.24,0.07,16.08,146.53,69.06
icpf,1.58,0,0,0.05,0.96,0.98,0.16,0.11
govt,6.74,0,0,0.22,0,18.04,21.18,10.93
hh,0,0,0,0.53,0,0,0,0.02
row,38.49,0.08,0,13.46,0.22,27.05,0,0
