source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.04,0,0.42,0.03,0,0.13,0,0.75
ofi,0,0,0,0,0,0,0,0.01
nfc,0.17,0,0.01,0.16,0,0.1,0,0.21
mfi,0.33,0,0.61,0.05,0,11.26,0,11.51
icpf,0.18,0,1.05,0.01,0,2.89,0,5.76
govt,0.05,0,0,0,0,0,0,0
hh,0.4,0,0.64,0.06,0,0.09,0,0.6
row,4.65,0,1.17,0,0,21.52,0,0
