source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0.01
ofi,0,0,0,0,0,0,0,0
nfc,0.2,0,0,0,0,0,0,0.01
mfi,0,0,0,0,0,0,0,0.06
icpf,0,0,0,0,0,0,0,0.04
govt,0.01,0,0,0,0,0,0,0
hh,0.09,0,0,0,0,0,0,0.04
row,0.72,0,0,0,0,0,0,0
