source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.2,0,0,0,0.04,0,0,1.58
ofi,0.17,0,0,0.03,0,0,0,0.03
nfc,0.23,0,0,0.03,0.05,0,0,0.12
mfi,0.09,0,0,0,0.02,0,0,0.18
icpf,0.17,0,0,0.05,0.06,0,0,0.13
govt,1.72,0,0,0,0.47,0,0,0.05
hh,1.28,0,0,0.01,0.08,0,0,0.16
row,1.31,0,0,0.02,0.2,0,0,0
