source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0,0,0,0,0.03
ofi,0.08,0,0.01,0.02,0,0,0,0.04
nfc,2.16,0,0.02,0,0,0,0,0.01
mfi,0,0,0,0,0,0,0,0
icpf,0.01,0,0,0,0,0,0,0.02
govt,0.11,0,0,0,0,0,0,0
hh,0.4,0,0.03,0.05,0,0,0,0.15
row,0.96,0,0.03,0,0,0,0,0
