source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,16.99,0,25.91,9.64,0.21,56.83,0,149.82
ofi,2.24,0,22.32,26.01,0.69,47.45,0,123.69
nfc,5.58,0,23.62,2.26,0,5.95,0,6.65
mfi,42.27,0,257.65,63.18,0.65,50.72,0,200.06
icpf,3.56,0,22.24,10.53,0.11,12.22,0,16.64
govt,1.26,0,1.17,0.19,0,14.12,0,0.88
hh,1.55,0,6.87,2.09,0,12.83,0,9.71
row,-9.01,-4.43,141.66,51.67,0.57,363.22,0,0
