source,_iv,_mfi,_hh,_row
iv,163.64,66.4,0,74.06
ofi,10.95,5.14,0,9.25
nfc,49.66,64.44,0,20.09
mfi,44.33,52.4,0,11.85
icpf,509.86,89.5,0,82.71
govt,87.12,17.06,0,6.3
hh,236.54,8.7,0,67.24
row,165.4,47.97,0,0
