source,_iv,_mfi,_hh,_row
iv,134.93,57.39,0,71.88
ofi,8.07,2.98,0,3.83
nfc,42.32,79.72,0,18.97
mfi,49.12,37.08,0,14.2
icpf,398.26,60.88,0,70.65
govt,75.44,16.04,0,6.84
hh,283.69,16.92,0,45.81
row,156.39,29.65,0,0
