source,_iv,_mfi,_hh,_row
iv,143.32,62.15,0,64.25
ofi,11.41,2.89,0,6.48
nfc,44.62,70.19,0,16.82
mfi,48.69,43.83,0,10.29
icpf,397.92,78.8,0,65.87
govt,78.16,16.49,0,5.72
hh,249.87,11.72,0,64.87
row,144.02,38.9,0,0
