source,_iv,_mfi,_hh,_row
iv,159.94,63.3,0,73.82
ofi,14.07,4.14,0,9.48
nfc,42.18,96.9,0,16.45
mfi,45.47,56.25,0,10.98
icpf,491.01,78.15,0,85.47
govt,88.31,18.48,0,5.79
hh,221.94,9.54,0,62.08
row,167.95,52.99,0,0
