source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,38.98,0,0,12.94,0,0.46,59.13,101.9
nfc,137.87,0,0,5.26,0.75,14.29,0,117.01
mfi,76.63,0.38,0,26.82,0.36,36.2,159.16,69.28
icpf,2.98,0,0,0.74,2.67,2.11,10.69,7.06
govt,16.17,0,0,0.12,0.02,2.99,11.77,9.05
hh,0,0,0,0,0,0.26,0.34,0.06
row,178.21,0,9.97,22.69,4.25,19.61,0,0
