source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,48.78,0,0,23.05,0,3.5,70.22,167.42
nfc,130.75,0,0,20.63,0,14.6,0,98.7
mfi,65.31,0.39,0,9.61,0.26,35.23,123.31,58.05
icpf,0.93,0,0,0.51,1.84,1.66,9.73,6.85
govt,12.77,0,0,0,0,23.29,11.25,9.5
hh,0,0,0,0,0,0.05,0.65,0
row,95.62,0,10.79,48.22,4.12,18.8,0,0
