source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,195.05,165.7,120.06,14.74,1.4,33.18,0,575.2
ofi,47.31,14.07,21.8,3.97,0,0.64,99.57,219.35
nfc,1407.44,42.18,114.26,9.04,7.01,34.2,0.1,457.13
mfi,1044.66,57.6,385.24,336.39,73.19,673.66,1186.24,900.63
icpf,210.9,491.01,289.52,31.62,37.01,416.64,2.51,849.21
govt,140.73,88.31,30.09,0.9,0.82,38.5,2.2,115.23
hh,209.17,222.45,61.73,8.3,0.48,0.32,0.01,127.92
row,1409.63,170.33,891.03,141.49,18.24,1295.48,0,0
