Node,Sector,time,Assets,Liabilities
iv,Non-banks,2017-Q2,4080.47,4084.73
nfc,Real economy,2017-Q2,479.31,599.9
mfi,Banks,2017-Q2,1260.02,1257.11
ofi,Non-banks,2017-Q2,9639.25,9651.67
icpf,Non-banks,2017-Q2,194.95,198.93
hh,Real economy,2017-Q2,92.21,36.37
govt,Real economy,2017-Q2,43.53,16.37
row,row,2017-Q2,5000,5000
