source,_iv,_mfi,_hh,_row
iv,90.32,26.71,0,103.97
ofi,0,0,0,0
nfc,8.27,3.29,0,0
mfi,0,0.85,0,1.49
icpf,12.82,0.92,0,108.46
govt,0,0,0,4.6
hh,0.7,0,0,1.06
row,1411.83,420.01,0,0
