source,_iv,_mfi,_hh,_row
iv,85.89,16.07,0,77.49
ofi,0,0,0,0
nfc,3.83,2.27,0,0
mfi,0,0.63,0,0.32
icpf,13.18,0.31,0,80.74
govt,0,0,0,2.02
hh,0.17,0,0,0.41
row,1121.76,372.09,0,0
