source,_iv,_mfi,_hh,_row
iv,75.67,12.69,0,69.75
ofi,0,0,0,0
nfc,2.21,2.2,0,0
mfi,0,0.38,0,0.23
icpf,12.1,0.3,0,71.96
govt,0,0,0,1.61
hh,0.21,0,0,0.44
row,976.72,276.06,0,0
