source,_iv,_mfi,_hh,_row
iv,100.59,27.78,0,111.76
ofi,0,0,0,0
nfc,11.01,5.22,0,0
mfi,0,0.89,0,0.76
icpf,12.69,1.05,0,119.89
govt,0,0,0,4.69
hh,0.79,0,0,1.47
row,1578.37,453.63,0,0
