source,_iv,_mfi,_hh,_row
iv,86.06,24.31,0,100.73
ofi,0,0,0,0
nfc,6.85,2.28,0,0
mfi,0,0.64,0,1.4
icpf,13.13,0.97,0,94.93
govt,0,0,0,2.85
hh,0.24,0,0,0.55
row,1241.54,400.72,0,0
