source,_iv,_mfi,_hh,_row
iv,81.76,13.84,0,71.88
ofi,0,0,0,0
nfc,2.49,2.24,0,0
mfi,0,0.48,0,0.29
icpf,12.87,0.3,0,76.66
govt,0,0,0,1.63
hh,0.19,0,0,0.37
row,1051.66,284.89,0,0
