source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2,0,0,2.28,0,0,0,1157.98
ofi,38.97,0,0,0,0,0,0,167.93
nfc,5.52,0,0,1.32,0,0,0,0.79
mfi,0.61,0,0,0,0,0,0,1.72
icpf,0.61,0,0,0.62,0,0,0,9.08
govt,0.76,0,0,0,0,0,0,5.96
hh,0.39,0,0,0.07,0,0,0,3.48
row,0,0,0,40.68,0,0,0,0
