source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.93,0.42,0,0.43,0,0,23.79,10.41
ofi,62.95,0.03,0,13.24,1.46,0.07,152.49,850.98
nfc,36.39,0.08,0,10.48,1.02,1.4,8.86,198.41
mfi,209.68,4.82,0,156.31,0.48,46.77,453.13,133.28
icpf,5.95,0.49,0,6.76,0.91,1.24,63.56,29.93
govt,11.21,0,0,0.36,0.03,9.32,29.11,17.16
hh,2.04,0.02,0,0,0.07,0.15,5.25,0.24
row,189.66,3.37,51.51,602.6,0.22,15.26,0,0
