source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0.02
ofi,0,0,0.02,0,0,0,0,2.94
nfc,0,0,0,0,0,0,0,0
mfi,0,0,0,0,0,0.3,0,0.04
icpf,0,0,0,0,0,0,0,0
govt,0,0,0,0,0,0,0,0
hh,0,0,0,0,0,0,0,0
row,0,0,0,1.32,0,0,0,0
