source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.03,0,0,0,0,0,0,0
ofi,1.65,0.02,0,0.01,0,0.03,0.47,0.33
nfc,0.33,0,0,0.58,0,0.03,0.02,2.15
mfi,5.99,0,0,0.48,0,0.43,6.89,0.27
icpf,0,0,0,0,0,0,0,0
govt,0.12,0,0,0,0,0.11,0.06,0.55
hh,0,0,0,0,0,0,0,0.04
row,3.77,0,0.07,0.52,0.01,1.28,0,0
