source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,6.21,0,0,0,0,0.01,0.17,0.01
nfc,0,0,0,0,0,0.14,0.25,3.24
mfi,57.9,0.09,0,5.34,0.11,8.67,88.18,3.25
icpf,0,0,0,0,0.07,0,0.07,-0.07
govt,0.32,0,0,0,0,0.97,4.01,0.04
hh,0,0,0,0,0,0,0,0
row,18.38,0.24,0,0.55,0,243.48,0,0
