source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,313.27,0,342.29,331.96,9.08,851.58,0,1945.93
ofi,49.09,0,76.87,368.45,15.8,226.24,0,109.8
nfc,22.01,0,31.91,31.52,0.98,68.85,0,68.81
mfi,134.86,0,1456.29,1188.5,15.02,3072.8,0,976.19
icpf,370.85,0,532.78,295.12,20.2,1829.8,0,1035.13
govt,23.74,0,47.42,48.75,3.4,192.98,0,101.27
hh,52.98,0,373.62,72.72,2.16,187.08,0,76.49
row,239.14,6.47,1100.63,1214.92,0.01,2177.46,0,0
