source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.1,0.09,0.14,0.12,0.01,0.55,0,2.97
ofi,0.23,0.12,0,0,0,0.02,0.04,24.89
nfc,7.59,0.1,0.05,0.02,0.03,0.09,0.13,0.39
mfi,3.67,0.27,0.02,0.8,0.08,3.14,4.9,34.54
icpf,0.09,0.07,0.06,0.01,0,0.55,0.01,5.41
govt,0.16,0,0.22,0,0,0.12,0,0.22
hh,1.41,1.07,0.99,0.8,0.01,2.04,0,0.56
row,1.74,3.53,0.38,0.75,0.15,0.55,0,0
