source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.05,0.01,0,0,0,0,0,0.32
ofi,2.31,0.03,0,0.14,0,0.05,0.86,1.1
nfc,2.97,0.11,0,0.66,0,0.02,0.06,4.62
mfi,7.14,0.01,0,2.23,0,0.57,7.56,4.23
icpf,0.11,0.16,0,0,0,0,0,2.83
govt,0.19,0.05,0,0,0,0.49,0.05,1.37
hh,0.2,0.05,0,0.05,0,0,0,0.37
row,6.67,0.27,47.62,0.87,0,1.31,0,0
