source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0.39,0,0,0.04,0,0,0.2,0.16
nfc,0.87,0,0,0.2,0,0.13,0.03,0.35
mfi,1.2,0,0,0.43,0,0,0.24,0.94
icpf,0,0,0,0,0,0,0,0
govt,0,0,0,0,0,0,0,0
hh,0.07,0,0,0.01,0,0,0,0
row,1.11,0,0,0.14,0.01,0,0,0
