source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.08,0,0,0,0,0,0,0
ofi,1.51,0.1,0.17,1.54,0,0.13,0.22,38.97
nfc,0.65,0.46,0.2,0.89,0,0.18,0.08,0
mfi,21.21,0.05,0,3.23,0.03,4.14,21.03,0
icpf,0.36,0.01,0.04,0.48,0,0.15,0.17,0
govt,0.27,0,0,0.21,0,0.24,0.39,0.34
hh,0.46,0.12,0.24,0.55,0,0.55,0,0.12
row,0,0,0,47.13,0.01,0,0,0
