source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.4,0,21.81,5.51,0,52,0,14.06
ofi,0.26,0,0.3,0,0,0.72,0,0.1
nfc,2.63,0,13.26,18.9,0.15,28.96,0,6.97
mfi,6.42,0,164.91,183.04,0,290.41,0,123.53
icpf,1.02,0,37.08,15.71,0,107.2,0,88.85
govt,0.06,0,1.15,4.63,0,72.16,0,7.96
hh,7.83,0,31.14,0,0,8.51,0,10.25
row,2.07,0,147.61,182.05,0,300.61,0,0
