source,_iv,_mfi,_hh,_row
iv,0.32,0.08,0,2.43
ofi,0.58,0.01,0,0.24
nfc,2.02,0.28,0,0.55
mfi,8.12,0.01,0,1.98
icpf,3.42,0.01,0,6.66
govt,1.04,0.01,0,1.38
hh,9.05,1.88,0,3.78
row,0.74,0.15,0,0
