source,_iv,_mfi,_hh,_row
iv,0.29,0.05,0,2.25
ofi,0.72,0,0,0.37
nfc,1.08,0.24,0,0.62
mfi,7.65,0.01,0,1.8
icpf,2.47,0.01,0,7.42
govt,1.37,0,0,1.11
hh,8.06,1.97,0,4.32
row,1.15,0.18,0,0
