source,_iv,_mfi,_hh,_row
iv,0.35,0,0,2.66
ofi,0.68,0,0,0.4
nfc,1.66,0.09,0,0.7
mfi,6.89,0,0,1.62
icpf,2.44,0,0,8.84
govt,1.26,0,0,1.76
hh,10.58,0.62,0,5.07
row,1.55,0.09,0,0
