source,_iv,_mfi,_hh,_row
iv,0.31,0.12,0,1.87
ofi,0.56,0.01,0,0.28
nfc,1.96,0.29,0,0.51
mfi,7.92,0.01,0,1.97
icpf,3.92,0.01,0,5.73
govt,1.07,0,0,1.2
hh,8.11,1.89,0,3.33
row,0.77,0.15,0,0
