source,_iv,_mfi,_hh,_row
iv,0.35,0,0,2.91
ofi,0.81,0,0,0.42
nfc,1.59,0.06,0,0.72
mfi,6.89,0,0,1.66
icpf,2.5,0.01,0,9.09
govt,1.24,0,0,1.8
hh,10.62,0.46,0,5.37
row,1.82,0.05,0,0
