source,_iv,_mfi,_hh,_row
iv,0.31,0.12,0,1.81
ofi,0.48,0.01,0,0.21
nfc,2.04,0.26,0,0.6
mfi,8.34,0,0,1.92
icpf,4.1,0.01,0,5.65
govt,1.09,0,0,1.15
hh,8.28,1.83,0,3.12
row,0.81,0.17,0,0
