source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.24,0,0.03,0.04,0.02,0.84,0,25.85
ofi,0.19,0,0.07,0.21,0.39,2.52,0,24.73
nfc,2.02,0,0.8,0.11,0,0.86,0,9.62
mfi,0.68,0,0.7,70.82,0.09,63.64,0,103.94
icpf,3.67,0,0.42,0.92,0.02,85.7,0,125.9
govt,0.25,0,0.73,0.01,0,22.5,0,0.17
hh,4.45,0,24.24,2.23,0,4.32,0,42.85
row,32.26,0,19.99,17.28,2.48,234.34,0,0
