source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.1,0,0.74,0.14,0.02,0.21,0,28.58
ofi,0.16,0,0.21,0.02,0.23,0,0,1.18
nfc,0.58,0,0.38,0.04,0.01,0.38,0,2.27
mfi,2.04,0,3.88,0.46,0.06,4.67,0,73.86
icpf,3.99,0,0.78,0.2,0.04,1.84,0,15.22
govt,3.32,0,1.29,0.2,0.07,2.42,0,39.35
hh,1.09,0,2.75,0.07,0.01,0.05,0,1.41
row,19.42,0,70.53,4.92,0.07,101.92,0,0
