source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,3.22,0,0.73,0.2,0.07,0.13,0,29.86
ofi,0.17,0,0.15,0.04,0.23,0,0,2.49
nfc,0.7,0,0.18,0.03,0,0.01,0,3.56
mfi,2.08,0.03,6.8,1.07,0.03,23.71,0,50.6
icpf,2.13,0.12,0.88,0.32,0.03,1.22,0,16.63
govt,3.05,0.02,0.86,0.4,0.06,1.02,0,34.27
hh,0.83,0.01,0.9,0.04,0.01,0.02,0,2.24
row,17.35,0,64.28,8.67,0.06,83.47,0,0
