source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.57,0.52,0.99,0.29,0,0.64,0,5.65
ofi,21.96,0.23,2.11,1.26,0.26,0.58,10.51,43.78
nfc,33.92,2.19,1.17,12.2,0.01,2.06,6.59,14.73
mfi,103.06,10.49,48.13,34.17,0.12,46.47,128.68,51.67
icpf,4.47,4.5,7.88,0.78,0.11,10.83,0.08,32.02
govt,2.63,1.09,5.08,0.75,0,35.53,0.08,8.71
hh,23.58,8.82,11.53,1.19,0.01,0.55,0,15.18
row,84.02,0.87,49.77,13.9,0.06,146.6,0,0
