source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0,0,0,0,0.19
ofi,0.08,0,0,0,0,0,0,0.04
nfc,0.68,0,0,0,0,0,0,0.08
mfi,0,0,0,0,0,0,0,0
icpf,0.03,0,0,0,0,0,0,0.09
govt,0.09,0,0,0,0,0,0,0
hh,0.14,0,0,0,0,0,0,0.08
row,0.68,0,0,0,0,0,0,0
