source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,16.69,0,47.15,3.94,1.23,72.68,0,767.07
ofi,0.26,0,5.45,0.12,0.04,1.65,0,2.74
nfc,3.17,0,10.42,1.02,0.21,4.17,0,20.36
mfi,14.95,0,413.5,56.14,0.1,445.19,0,693.43
icpf,15.56,0,36.26,3.18,4.31,56.98,0,313.64
govt,0.08,0,8.62,0.05,0,5.12,0,127.7
hh,14.84,0,70.95,7.02,0.78,9.42,0,60.06
row,108.19,0,481.1,51.77,12.43,1155.88,0,0
