source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,10.54,27.06,7.53,41.23,0,11.16,19.39,610.48
ofi,97.58,7.14,2.06,44.42,24.19,2.51,175.44,1378.91
nfc,98.33,1.65,14.49,27.11,1,5.39,9.37,278.88
mfi,306.4,5.84,15.88,358.3,3.17,157.3,458.5,528.48
icpf,14.57,695.45,12.16,44.69,2.6,103.4,61.35,743.28
govt,15.8,0.71,2.88,2.35,0.06,55.07,27.54,23.27
hh,11.73,31.12,7.05,7.53,1.04,1.22,5.25,53.56
row,648.14,16.84,553.39,2036.55,10.93,229.23,0,0
