source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,10.82,24.96,4.13,42.84,0,12.82,4.2,496.34
ofi,58.44,7.2,2.9,32.91,16.75,2.21,217,1325.35
nfc,83.65,1.25,14.27,12.3,0.56,4.57,9.39,212.82
mfi,311.58,6.2,7.53,355.41,1.54,115.75,430.69,440.51
icpf,14.39,572.74,11.73,36.91,2.6,87.93,51.41,596.26
govt,18.92,0.79,3.78,1.58,1.01,41.38,24.05,28.61
hh,13.66,23.5,8.97,9.07,0.16,1.6,5.25,48.5
row,538.55,21.01,542.36,1873.99,9.78,249.58,0,0
