source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,1.1,0,3.4,4.62,0,12.76,0,187.76
ofi,0.74,0,1.85,7.08,0.04,1.88,0,29.56
nfc,0,0,3.91,0.94,0,4,0,4.07
mfi,0.94,0,6.71,176.26,0,43.59,0,128.13
icpf,2.66,0,7.65,13.74,0,82.13,0,326.59
govt,0.15,0.01,3.36,0,0.05,1.45,0,10.13
hh,1.77,0,3.89,1.74,0.05,1.51,0,3.37
row,59.41,2.07,410.95,598.68,0.57,205.93,0,0
