source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.04,0,0,0,0,0,0,0
ofi,0,0,0,0,0,0,0,1.6
nfc,0,0,0,0,0,0,0,26.5
mfi,34.3,1.16,0,7.29,0.08,1.23,12.74,18.5
icpf,0,0,0,0,1.58,0,0,-1.45
govt,0.07,0,0,0.43,0,0.63,0.02,0.97
hh,0,0,0,0.86,0,0,0,0
row,13.64,0.02,0,2.33,0.68,0.39,0,0
