source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.54,0,0.59,0,0.26,0,0,17.71
ofi,3.78,0,5.8,0.05,4.88,0,0,4.19
nfc,18.19,0,0.4,0.08,0.01,0,0,8.75
mfi,0.55,0,0.9,0,0.05,0,0,2.39
icpf,0.75,0,0.08,0,0.04,0,0,0.04
govt,4.04,0,0,0,0.07,0,0,0.01
hh,7.15,0,1.08,0.03,0.18,0,0,10.56
row,25.16,0,6.55,0.07,1.88,0,0,0
