source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.45,0,0.12,0.04,0,0,0,0.3
ofi,0.03,0,0.01,0.01,0,0,0,0
nfc,1.36,0,0.26,0,0,0,0,0.02
mfi,0.61,0,0.1,0.03,0.02,0,0,2.26
icpf,0.04,0,0.07,0,0.03,0,0,0.02
govt,2.08,0,7.66,0.02,0,0,0,0
hh,3.54,0,0.55,0.2,0.02,0,0,0.16
row,11.3,0,6.08,0.29,0,0,0,0
