source,_iv,_mfi,_hh,_row
iv,210.14,0.29,0,152.13
ofi,20.04,0.01,0,2.45
nfc,134.19,0.22,0,23.79
mfi,154.35,0.03,0,17.92
icpf,888.95,0.44,0,69.47
govt,21.52,0.01,0,1.5
hh,306.33,1.23,0,261.1
row,149.27,0.49,0,0
