source,_iv,_mfi,_hh,_row
iv,181.7,0.23,0,128.96
ofi,19.85,0.02,0,2.34
nfc,127.21,0.38,0,22.45
mfi,142.05,0.06,0,22.61
icpf,792.76,0.17,0,63.36
govt,16.56,0.01,0,1.03
hh,281.69,1.41,0,257.13
row,146.6,1.6,0,0
