source,_iv,_mfi,_hh,_row
iv,183.89,0.25,0,135.66
ofi,19.7,0.03,0,2.42
nfc,129.63,0.37,0,21.93
mfi,143.79,0.03,0,18.65
icpf,807.53,0.44,0,65.74
govt,18.9,0.01,0,1.24
hh,289.04,1.37,0,253.93
row,146.72,1.34,0,0
