source,_iv,_mfi,_hh,_row
iv,190.75,0.22,0,137.23
ofi,29.46,0.01,0,2.29
nfc,129.57,0.24,0,21.31
mfi,146.07,0.02,0,19.27
icpf,822.47,0.49,0,68.43
govt,19.76,0.01,0,1.27
hh,289.44,1.28,0,248.38
row,147.81,1.61,0,0
