source,_iv,_mfi,_hh,_row
iv,144.9,0.25,0,95.03
ofi,12.66,0.03,0,1.55
nfc,119.3,0.48,0,21.11
mfi,130.94,0.18,0,19.43
icpf,658.56,0.27,0,47.92
govt,14.04,0.02,0,0.56
hh,241.67,1.79,0,214.42
row,138.62,1.35,0,0
